FIPS code,State,Jurisdiction,Equipment Type,Make,Model,VVPAT,Polling Place,Accessible Use,Early Voting,Absentee Ballots,County
4800100000,Texas,Anderson County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,No,ANDERSON
4800100000,Texas,Anderson County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,ANDERSON
4800100000,Texas,Anderson County,Batch-Fed Optical Scanner,Election Systems & Software,DS450,N/A,No,No,No,Yes,ANDERSON
4800100000,Texas,Anderson County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,ANDERSON
4800300000,Texas,Andrews County,Batch-Fed Optical Scanner,Election Systems & Software,DS450,N/A,Yes,No,Yes,Yes,ANDREWS
4800300000,Texas,Andrews County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,ANDREWS
4800300000,Texas,Andrews County,Electronic Poll Book,Election Systems & Software,ExpressPoll,N/A,Yes,No,Yes,No,ANDREWS
4800500000,Texas,Angelina County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes,ANGELINA
4800500000,Texas,Angelina County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,ANGELINA
4800500000,Texas,Angelina County,Electronic Poll Book,Election Systems & Software,ExpressPoll,N/A,Yes,No,Yes,No,ANGELINA
4800700000,Texas,Aransas County,DRE-Touchscreen,Hart InterCivic,Verity Touch,No,Yes,Yes,Yes,No,ARANSAS
4800700000,Texas,Aransas County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,No,No,No,Yes,ARANSAS
4800700000,Texas,Aransas County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,ARANSAS
4800900000,Texas,Archer County,Ballot Marking Device,Hart InterCivic,Verity Duo,N/A,Yes,Yes,Yes,No,ARCHER
4800900000,Texas,Archer County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes,ARCHER
4800900000,Texas,Archer County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,ARCHER
4801100000,Texas,Armstrong County,DRE-Touchscreen,Election Systems & Software,iVotronic,No,Yes,Yes,Yes,No,ARMSTRONG
4801100000,Texas,Armstrong County,Hand Counted Paper Ballots,Not Applicable,Not Applicable,N/A,Yes,No,Yes,Yes,ARMSTRONG
4801100000,Texas,Armstrong County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,ARMSTRONG
4801300000,Texas,Atascosa County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes,ATASCOSA
4801300000,Texas,Atascosa County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,ATASCOSA
4801300000,Texas,Atascosa County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,ATASCOSA
4801300000,Texas,Atascosa County,DRE-Touchscreen,Election Systems & Software,ExpressTouch,No,Yes,Yes,Yes,No,ATASCOSA
4801500000,Texas,Austin County,Batch-Fed Optical Scanner,Election Systems & Software,DS450,N/A,No,No,No,Yes,AUSTIN
4801500000,Texas,Austin County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,AUSTIN
4801500000,Texas,Austin County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,AUSTIN
4801500000,Texas,Austin County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,No,AUSTIN
4801700000,Texas,Bailey County,Hand-Fed Optical Scanner,Election Systems & Software,Model 100,N/A,Yes,No,Yes,Yes,BAILEY
4801700000,Texas,Bailey County,Ballot Marking Device,Election Systems & Software,AutoMARK,N/A,Yes,Yes,Yes,No,BAILEY
4801700000,Texas,Bailey County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,BAILEY
4801900000,Texas,Bandera County,DRE-Touchscreen,Hart InterCivic,Verity Touch,No,Yes,Yes,Yes,No,BANDERA
4801900000,Texas,Bandera County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,No,No,No,Yes,BANDERA
4801900000,Texas,Bandera County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,BANDERA
4802100000,Texas,Bastrop County,Batch-Fed Optical Scanner,Election Systems & Software,DS850,N/A,Yes,No,Yes,Yes,BASTROP
4802100000,Texas,Bastrop County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,BASTROP
4802100000,Texas,Bastrop County,Electronic Poll Book,Votec,VoteSafe,N/A,Yes,No,Yes,No,BASTROP
4802300000,Texas,Baylor County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes,BAYLOR
4802300000,Texas,Baylor County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,BAYLOR
4802300000,Texas,Baylor County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,BAYLOR
4802500000,Texas,Bee County,Ballot Marking Device,Hart InterCivic,Verity Duo,N/A,Yes,Yes,Yes,No,BEE
4802500000,Texas,Bee County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes,BEE
4802500000,Texas,Bee County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,BEE
4802700000,Texas,Bell County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,No,BELL
4802700000,Texas,Bell County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,BELL
4802700000,Texas,Bell County,Batch-Fed Optical Scanner,Election Systems & Software,DS850,N/A,No,No,No,Yes,BELL
4802700000,Texas,Bell County,Electronic Poll Book,Votec,VoteSafe,N/A,Yes,No,Yes,No,BELL
4802900000,Texas,Bexar County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,No,BEXAR
4802900000,Texas,Bexar County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,BEXAR
4802900000,Texas,Bexar County,Batch-Fed Optical Scanner,Election Systems & Software,DS850,N/A,No,No,No,Yes,BEXAR
4802900000,Texas,Bexar County,Batch-Fed Optical Scanner,Election Systems & Software,DS450,N/A,No,No,No,Yes,BEXAR
4802900000,Texas,Bexar County,DRE-Touchscreen,Election Systems & Software,ExpressTouch,No,Yes,Yes,Yes,No,BEXAR
4802900000,Texas,Bexar County,Electronic Poll Book,Votec,VoteSafe,N/A,Yes,No,Yes,No,BEXAR
4803100000,Texas,Blanco County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes,BLANCO
4803100000,Texas,Blanco County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,BLANCO
4803100000,Texas,Blanco County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,BLANCO
4803300000,Texas,Borden County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes,BORDEN
4803300000,Texas,Borden County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,BORDEN
4803300000,Texas,Borden County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,BORDEN
4803500000,Texas,Bosque County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes,BOSQUE
4803500000,Texas,Bosque County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,BOSQUE
4803500000,Texas,Bosque County,Electronic Poll Book,Election Systems & Software,ExpressPoll,N/A,Yes,No,Yes,No,BOSQUE
4803700000,Texas,Bowie County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,No,BOWIE
4803700000,Texas,Bowie County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,BOWIE
4803700000,Texas,Bowie County,Batch-Fed Optical Scanner,Election Systems & Software,DS450,N/A,No,No,No,Yes,BOWIE
4803700000,Texas,Bowie County,Electronic Poll Book,Election Systems & Software,ExpressPoll,N/A,Yes,No,Yes,No,BOWIE
4803900000,Texas,Brazoria County,DRE-Touchscreen,Hart InterCivic,Verity Touch,No,Yes,Yes,Yes,No,BRAZORIA
4803900000,Texas,Brazoria County,Batch-Fed Optical Scanner,Hart InterCivic,Ballot Now,N/A,No,No,No,Yes,BRAZORIA
4803900000,Texas,Brazoria County,Electronic Poll Book,Robis,AskED ePollbook,N/A,Yes,No,Yes,No,BRAZORIA
4803900000,Texas,Brazoria County,Remote Ballot Marking System: Server-Side,Democracy Live,OmniBallot Online,N/A,No,No,No,No,BRAZORIA
4804100000,Texas,Brazos County,Ballot Marking Device,Hart InterCivic,Verity Duo,N/A,Yes,Yes,Yes,No,BRAZOS
4804100000,Texas,Brazos County,Batch-Fed Optical Scanner,Hart InterCivic,Verity Central,N/A,No,No,No,Yes,BRAZOS
4804100000,Texas,Brazos County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,BRAZOS
4804100000,Texas,Brazos County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,No,BRAZOS
4804300000,Texas,Brewster County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes,BREWSTER
4804300000,Texas,Brewster County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,BREWSTER
4804300000,Texas,Brewster County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,BREWSTER
4804500000,Texas,Briscoe County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,BRISCOE
4804500000,Texas,Briscoe County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes,BRISCOE
4804500000,Texas,Briscoe County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No,BRISCOE
4804700000,Texas,Brooks County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes,BROOKS
4804700000,Texas,Brooks County,DRE-Touchscreen,Hart InterCivic,Verity Touch,No,Yes,Yes,Yes,No,BROOKS
4804700000,Texas,Brooks County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No,BROOKS
4804900000,Texas,Brown County,Ballot Marking Device,Hart InterCivic,Verity Duo,N/A,Yes,Yes,Yes,No,BROWN
4804900000,Texas,Brown County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes,BROWN
4804900000,Texas,Brown County,Electronic Poll Book,Votec,VoteSafe,N/A,Yes,No,Yes,No,BROWN
4805100000,Texas,Burleson County,Ballot Marking Device,Hart InterCivic,Verity Duo,N/A,Yes,Yes,Yes,No,BURLESON
4805100000,Texas,Burleson County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes,BURLESON
4805100000,Texas,Burleson County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,BURLESON
4805300000,Texas,Burnet County,DRE-Dial,Hart InterCivic,eSlate,No,Yes,Yes,Yes,No,BURNET
4805300000,Texas,Burnet County,Batch-Fed Optical Scanner,Hart InterCivic,Ballot Now,N/A,No,No,No,Yes,BURNET
4805300000,Texas,Burnet County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,BURNET
4805500000,Texas,Caldwell County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,No,CALDWELL
4805500000,Texas,Caldwell County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,CALDWELL
4805500000,Texas,Caldwell County,Batch-Fed Optical Scanner,Election Systems & Software,DS450,N/A,No,No,No,Yes,CALDWELL
4805500000,Texas,Caldwell County,Electronic Poll Book,Election Systems & Software,ExpressPoll,N/A,Yes,No,Yes,No,CALDWELL
4805700000,Texas,Calhoun County,Batch-Fed Optical Scanner,Election Systems & Software,DS450,N/A,Yes,No,Yes,Yes,CALHOUN
4805700000,Texas,Calhoun County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,CALHOUN
4805700000,Texas,Calhoun County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No,CALHOUN
4805900000,Texas,Callahan County,DRE-Touchscreen,Hart InterCivic,Verity Touch,No,Yes,Yes,Yes,No,CALLAHAN
4805900000,Texas,Callahan County,Batch-Fed Optical Scanner,Hart InterCivic,Verity Central,N/A,No,No,No,Yes,CALLAHAN
4805900000,Texas,Callahan County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,CALLAHAN
4806100000,Texas,Cameron County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,No,CAMERON
4806100000,Texas,Cameron County,Ballot Marking Device,Election Systems & Software,AutoMARK,N/A,Yes,Yes,Yes,No,CAMERON
4806100000,Texas,Cameron County,Batch-Fed Optical Scanner,Election Systems & Software,DS850,N/A,No,No,No,Yes,CAMERON
4806100000,Texas,Cameron County,Electronic Poll Book,Votec,VoteSafe,N/A,Yes,No,Yes,No,CAMERON
4806100000,Texas,Cameron County,Batch-Fed Optical Scanner,Election Systems & Software,DS450,N/A,No,No,No,Yes,CAMERON
4806300000,Texas,Camp County,Hand-Fed Optical Scanner,Election Systems & Software,Model 100,N/A,Yes,No,Yes,Yes,CAMP
4806300000,Texas,Camp County,Ballot Marking Device,Election Systems & Software,AutoMARK,N/A,Yes,Yes,Yes,No,CAMP
4806300000,Texas,Camp County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No,CAMP
4806500000,Texas,Carson County,Batch-Fed Optical Scanner,Election Systems & Software,DS450,N/A,Yes,No,Yes,Yes,CARSON
4806500000,Texas,Carson County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,CARSON
4806500000,Texas,Carson County,Electronic Poll Book,Election Systems & Software,ExpressPoll,N/A,Yes,No,Yes,No,CARSON
4806700000,Texas,Cass County,Ballot Marking Device,Hart InterCivic,Verity Touch Writer,N/A,Yes,Yes,Yes,No,CASS
4806700000,Texas,Cass County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes,CASS
4806700000,Texas,Cass County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,CASS
4806900000,Texas,Castro County,DRE-Dial,Hart InterCivic,eSlate,No,Yes,Yes,Yes,No,CASTRO
4806900000,Texas,Castro County,Hand Counted Paper Ballots,Not Applicable,Not Applicable,N/A,No,No,No,Yes,CASTRO
4806900000,Texas,Castro County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,CASTRO
4807100000,Texas,Chambers County,Ballot Marking Device,Hart InterCivic,Verity Duo,N/A,Yes,Yes,Yes,No,CHAMBERS
4807100000,Texas,Chambers County,Batch-Fed Optical Scanner,Hart InterCivic,Verity Central,N/A,No,No,No,Yes,CHAMBERS
4807100000,Texas,Chambers County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,CHAMBERS
4807100000,Texas,Chambers County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,No,CHAMBERS
4807300000,Texas,Cherokee County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes,CHEROKEE
4807300000,Texas,Cherokee County,DRE-Touchscreen,Hart InterCivic,Verity Touch,No,Yes,Yes,Yes,No,CHEROKEE
4807300000,Texas,Cherokee County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,CHEROKEE
4807500000,Texas,Childress County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes,CHILDRESS
4807500000,Texas,Childress County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,CHILDRESS
4807500000,Texas,Childress County,Electronic Poll Book,Data Unavailable,Data Unavailable,N/A,Yes,No,Yes,No,CHILDRESS
4807700000,Texas,Clay County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes,CLAY
4807700000,Texas,Clay County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,CLAY
4807700000,Texas,Clay County,Electronic Poll Book,Election Systems & Software,ExpressPoll,N/A,Yes,No,Yes,No,CLAY
4807900000,Texas,Cochran County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes,COCHRAN
4807900000,Texas,Cochran County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,COCHRAN
4807900000,Texas,Cochran County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,COCHRAN
4808100000,Texas,Coke County,DRE-Touchscreen,Hart InterCivic,Verity Touch,No,Yes,Yes,Yes,No,COKE
4808100000,Texas,Coke County,Hand Counted Paper Ballots,Not Applicable,Not Applicable,N/A,No,No,No,Yes,COKE
4808100000,Texas,Coke County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,COKE
4808300000,Texas,Coleman County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes,COLEMAN
4808300000,Texas,Coleman County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,COLEMAN
4808300000,Texas,Coleman County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,COLEMAN
4808500000,Texas,Collin County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,No,COLLIN
4808500000,Texas,Collin County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,COLLIN
4808500000,Texas,Collin County,Batch-Fed Optical Scanner,Election Systems & Software,DS850,N/A,No,No,No,Yes,COLLIN
4808500000,Texas,Collin County,Batch-Fed Optical Scanner,Election Systems & Software,DS450,N/A,No,No,No,Yes,COLLIN
4808500000,Texas,Collin County,Batch-Fed Optical Scanner,Election Systems & Software,DS450,N/A,No,No,No,Yes,COLLIN
4808500000,Texas,Collin County,Electronic Poll Book,Votec,VoteSafe,N/A,Yes,No,Yes,No,COLLIN
4808500000,Texas,Collin County,DRE-Touchscreen,Election Systems & Software,ExpressTouch,No,Yes,Yes,Yes,No,COLLIN
4808700000,Texas,Collingsworth County,Hand-Fed Optical Scanner,Election Systems & Software,Model 100,N/A,Yes,No,Yes,Yes,COLLINGSWORTH
4808700000,Texas,Collingsworth County,Ballot Marking Device,Election Systems & Software,AutoMARK,N/A,Yes,Yes,Yes,No,COLLINGSWORTH
4808700000,Texas,Collingsworth County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No,COLLINGSWORTH
4808900000,Texas,Colorado County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes,COLORADO
4808900000,Texas,Colorado County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,COLORADO
4808900000,Texas,Colorado County,Electronic Poll Book,Election Systems & Software,ExpressPoll,N/A,Yes,No,Yes,No,COLORADO
4809100000,Texas,Comal County,DRE-Touchscreen,Hart InterCivic,Verity Touch,No,Yes,Yes,Yes,No,COMAL
4809100000,Texas,Comal County,Batch-Fed Optical Scanner,Hart InterCivic,Verity Central,N/A,No,No,No,Yes,COMAL
4809100000,Texas,Comal County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,COMAL
4809300000,Texas,Comanche County,Ballot Marking Device,Hart InterCivic,Verity Duo,N/A,Yes,Yes,Yes,No,COMANCHE
4809300000,Texas,Comanche County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes,COMANCHE
4809300000,Texas,Comanche County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,COMANCHE
4809500000,Texas,Concho County,DRE-Touchscreen,Hart InterCivic,Verity Touch,No,Yes,Yes,Yes,No,CONCHO
4809500000,Texas,Concho County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,No,No,No,Yes,CONCHO
4809500000,Texas,Concho County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,CONCHO
4809700000,Texas,Cooke County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,No,COOKE
4809700000,Texas,Cooke County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,COOKE
4809700000,Texas,Cooke County,Batch-Fed Optical Scanner,Election Systems & Software,DS450,N/A,No,No,No,Yes,COOKE
4809700000,Texas,Cooke County,Electronic Poll Book,Election Systems & Software,ExpressPoll,N/A,Yes,No,Yes,No,COOKE
4809900000,Texas,Coryell County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes,CORYELL
4809900000,Texas,Coryell County,Ballot Marking Device,Hart InterCivic,Verity Duo,N/A,Yes,Yes,Yes,No,CORYELL
4809900000,Texas,Coryell County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,CORYELL
4810100000,Texas,Cottle County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,COTTLE
4810100000,Texas,Cottle County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes,COTTLE
4810100000,Texas,Cottle County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No,COTTLE
4810300000,Texas,Crane County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,CRANE
4810300000,Texas,Crane County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes,CRANE
4810300000,Texas,Crane County,Electronic Poll Book,Election Systems & Software,ExpressPoll,N/A,Yes,No,Yes,No,CRANE
